SK_PLAYER,SK_PLAYER_OPPONENT,TOTAL_MATCHES,TOTAL_WINS,TOTAL_LOSSES,DATE_INGESTION
2245,311,3,3,0,2026-08-22
2245,383,2,1,1,2026-08-22
2245,387,2,2,0,2026-08-22
2245,393,1,1,0,2026-08-22
2245,41,4,3,1,2026-08-22
2245,544,13,7,6,2026-08-22
2245,545,5,3,2,2026-08-22
2245,547,1,0,1,2026-08-22
2245,5641,1,1,0,2026-08-22
2245,578,3,1,2,2026-08-22
2245,64,1,1,0,2026-08-22
2245,757,6,3,3,2026-08-22
2245,803,1,1,0,2026-08-22
2245,834,7,3,4,2026-08-22
2245,842,1,1,0,2026-08-22
2245,85,1,0,1,2026-08-22
2245,935,11,7,4,2026-08-22
2245,953,1,1,0,2026-08-22
2246,1100,1,1,0,2026-08-22
2246,1238,2,0,2,2026-08-22
2246,127,1,1,0,2026-08-22
2246,1404,1,0,1,2026-08-22
2246,1493,1,1,0,2026-08-22
2246,1565,1,0,1,2026-08-22
2246,1896,1,0,1,2026-08-22
2246,1935,3,1,2,2026-08-22
2246,2073,1,0,1,2026-08-22
2246,2130,2,0,2,2026-08-22
2246,2142,1,0,1,2026-08-22
2246,2337,3,1,2,2026-08-22
2246,2391,1,1,0,2026-08-22
2246,2407,4,0,4,2026-08-22
2246,2468,3,1,2,2026-08-22
2246,364,1,1,0,2026-08-22
2246,4461,1,0,1,2026-08-22
2246,5851,1,0,1,2026-08-22
2246,676,1,0,1,2026-08-22
2246,702,1,1,0,2026-08-22
2246,951,2,0,2,2026-08-22
2246,959,2,0,2,2026-08-22
2246,961,1,1,0,2026-08-22
2247,275,1,0,1,2026-08-22
2248,1071,1,0,1,2026-08-22
2248,2897,1,0,1,2026-08-22
225,1001,2,1,1,2026-08-22
225,123,1,1,0,2026-08-22
225,1458,1,1,0,2026-08-22
225,1671,1,0,1,2026-08-22
225,17,2,0,2,2026-08-22
225,2266,1,0,1,2026-08-22
225,361,3,1,2,2026-08-22
225,4836,1,1,0,2026-08-22
225,505,1,1,0,2026-08-22
225,642,1,0,1,2026-08-22
225,645,1,0,1,2026-08-22
225,719,1,0,1,2026-08-22
225,79,2,2,0,2026-08-22
2250,1005,4,4,0,2026-08-22
2250,1075,1,0,1,2026-08-22
2250,1102,1,1,0,2026-08-22
2250,1115,1,0,1,2026-08-22
2250,1127,7,6,1,2026-08-22
2250,1132,5,5,0,2026-08-22
2250,1195,3,0,3,2026-08-22
2250,1229,4,3,1,2026-08-22
2250,1230,2,2,0,2026-08-22
2250,1244,1,1,0,2026-08-22
2250,1253,1,0,1,2026-08-22
2250,1296,2,1,1,2026-08-22
2250,1372,8,7,1,2026-08-22
2250,1408,1,1,0,2026-08-22
2250,1422,1,1,0,2026-08-22
2250,1514,4,3,1,2026-08-22
2250,1567,2,2,0,2026-08-22
2250,1585,3,2,1,2026-08-22
2250,1647,1,1,0,2026-08-22
2250,166,4,4,0,2026-08-22
2250,1680,1,1,0,2026-08-22
2250,1712,1,1,0,2026-08-22
2250,1815,3,2,1,2026-08-22
2250,1911,2,2,0,2026-08-22
2250,1914,2,2,0,2026-08-22
2250,208,9,8,1,2026-08-22
2250,2129,1,1,0,2026-08-22
2250,2190,1,1,0,2026-08-22
2250,2294,1,1,0,2026-08-22
2250,2339,3,0,3,2026-08-22
2250,2346,1,1,0,2026-08-22
2250,2362,5,4,1,2026-08-22
2250,2368,8,8,0,2026-08-22
2250,237,1,1,0,2026-08-22
2250,2385,1,1,0,2026-08-22
2250,239,1,1,0,2026-08-22
2250,2438,1,1,0,2026-08-22
2250,2456,1,1,0,2026-08-22
2250,2516,1,1,0,2026-08-22
2250,297,32,10,22,2026-08-22
2250,307,2,2,0,2026-08-22
2250,357,3,3,0,2026-08-22
2250,366,2,2,0,2026-08-22
2250,370,1,1,0,2026-08-22
2250,39,1,1,0,2026-08-22
2250,450,3,3,0,2026-08-22
2250,46,2,2,0,2026-08-22
2250,518,1,1,0,2026-08-22
2250,654,1,1,0,2026-08-22
2250,725,4,3,1,2026-08-22
2250,780,1,1,0,2026-08-22
2250,904,17,8,9,2026-08-22
2250,905,1,1,0,2026-08-22
2250,957,1,1,0,2026-08-22
2251,1510,1,0,1,2026-08-22
2251,1567,1,0,1,2026-08-22
2251,1645,1,0,1,2026-08-22
2251,2250,4,0,4,2026-08-22
2251,539,1,0,1,2026-08-22
2251,780,1,0,1,2026-08-22
2254,1051,1,1,0,2026-08-22
2254,1160,1,0,1,2026-08-22
2254,1191,3,2,1,2026-08-22
2254,1272,2,2,0,2026-08-22
2254,1405,2,0,2,2026-08-22
2254,145,1,1,0,2026-08-22
2254,1491,1,1,0,2026-08-22
2254,1537,1,1,0,2026-08-22
2254,1718,1,1,0,2026-08-22
2254,1803,1,1,0,2026-08-22
2254,1926,4,2,2,2026-08-22
2254,2017,1,1,0,2026-08-22
2254,209,3,1,2,2026-08-22
2254,2111,3,1,2,2026-08-22
2254,2119,5,1,4,2026-08-22
2254,2178,1,0,1,2026-08-22
2254,23,4,2,2,2026-08-22
2254,2453,1,1,0,2026-08-22
2254,2517,4,0,4,2026-08-22
2254,2531,2,0,2,2026-08-22
2254,2537,4,3,1,2026-08-22
2254,386,2,0,2,2026-08-22
2254,3925,1,1,0,2026-08-22
2254,42,3,2,1,2026-08-22
2254,496,1,0,1,2026-08-22
2254,501,1,0,1,2026-08-22
2254,568,1,1,0,2026-08-22
2254,658,1,1,0,2026-08-22
2254,733,1,1,0,2026-08-22
2254,771,3,0,3,2026-08-22
2254,818,1,0,1,2026-08-22
2254,835,4,3,1,2026-08-22
2254,844,4,2,2,2026-08-22
2254,918,2,0,2,2026-08-22
2254,946,2,0,2,2026-08-22
2254,967,3,2,1,2026-08-22
2254,995,1,0,1,2026-08-22
2255,1052,1,0,1,2026-08-22
2255,2007,1,0,1,2026-08-22
2255,2365,1,0,1,2026-08-22
2255,2445,1,0,1,2026-08-22
2255,361,1,0,1,2026-08-22
2255,684,1,1,0,2026-08-22
2256,2215,1,0,1,2026-08-22
2256,427,1,0,1,2026-08-22
2257,1076,1,0,1,2026-08-22
2257,1245,2,1,1,2026-08-22
2257,1280,1,0,1,2026-08-22
2257,1555,1,1,0,2026-08-22
2257,1567,1,0,1,2026-08-22
2257,166,2,1,1,2026-08-22
2257,1757,1,1,0,2026-08-22
2257,1881,1,0,1,2026-08-22
2257,2029,1,0,1,2026-08-22
2257,2321,1,0,1,2026-08-22
2257,2334,1,0,1,2026-08-22
2257,2362,1,1,0,2026-08-22
2257,277,1,0,1,2026-08-22
2257,2930,1,0,1,2026-08-22
2257,3439,1,0,1,2026-08-22
2257,369,1,0,1,2026-08-22
2257,432,1,1,0,2026-08-22
2257,606,1,1,0,2026-08-22
2257,951,3,1,2,2026-08-22
2258,1280,1,0,1,2026-08-22
2258,1946,1,0,1,2026-08-22
2258,1955,1,0,1,2026-08-22
2258,2357,1,1,0,2026-08-22
2258,472,1,0,1,2026-08-22
2259,157,1,0,1,2026-08-22
226,1410,1,1,0,2026-08-22
226,1884,1,1,0,2026-08-22
226,874,1,0,1,2026-08-22
2260,1098,1,1,0,2026-08-22
2260,1816,1,1,0,2026-08-22
2260,1856,1,1,0,2026-08-22
2260,40,1,0,1,2026-08-22
2260,751,1,0,1,2026-08-22
2261,1332,1,1,0,2026-08-22
2261,17,1,0,1,2026-08-22
2261,2474,1,0,1,2026-08-22
2262,1074,1,0,1,2026-08-22
2262,1352,3,1,2,2026-08-22
2262,157,3,0,3,2026-08-22
2262,1581,1,1,0,2026-08-22
2262,1619,1,1,0,2026-08-22
2262,175,1,1,0,2026-08-22
2262,1750,1,0,1,2026-08-22
2262,1837,1,1,0,2026-08-22
2262,1859,3,1,2,2026-08-22
2262,1920,1,0,1,2026-08-22
2262,1977,4,0,4,2026-08-22
2262,2059,1,0,1,2026-08-22
2262,208,3,1,2,2026-08-22
2262,2140,1,0,1,2026-08-22
2262,2189,1,1,0,2026-08-22
2262,2237,1,0,1,2026-08-22
2262,2250,2,0,2,2026-08-22
2262,2313,1,0,1,2026-08-22
2262,2337,1,0,1,2026-08-22
2262,2348,6,1,5,2026-08-22
2262,377,1,0,1,2026-08-22
2262,409,1,0,1,2026-08-22
2262,443,1,0,1,2026-08-22
2262,518,1,1,0,2026-08-22
2262,522,2,1,1,2026-08-22
2262,559,1,1,0,2026-08-22
2262,584,1,1,0,2026-08-22
2262,588,1,0,1,2026-08-22
2262,686,3,2,1,2026-08-22
2262,722,1,0,1,2026-08-22
2262,78,1,1,0,2026-08-22
2262,798,2,1,1,2026-08-22
2262,882,1,1,0,2026-08-22
2262,904,3,0,3,2026-08-22
2262,943,1,0,1,2026-08-22
2264,1001,1,0,1,2026-08-22
2264,1032,2,0,2,2026-08-22
2264,1264,1,0,1,2026-08-22
2264,1652,2,0,2,2026-08-22
2264,2101,2,1,1,2026-08-22
2264,2166,1,1,0,2026-08-22
2264,2305,1,0,1,2026-08-22
2264,299,1,1,0,2026-08-22
2264,781,2,0,2,2026-08-22
2264,888,1,0,1,2026-08-22
2265,719,1,0,1,2026-08-22
2266,1008,10,7,3,2026-08-22
2266,1018,2,1,1,2026-08-22
2266,1197,1,1,0,2026-08-22
2266,1198,1,0,1,2026-08-22
2266,123,2,1,1,2026-08-22
2266,1240,1,1,0,2026-08-22
2266,1395,1,1,0,2026-08-22
2266,1410,4,4,0,2026-08-22
2266,1450,7,5,2,2026-08-22
2266,1458,1,1,0,2026-08-22
2266,1652,6,5,1,2026-08-22
2266,1658,1,1,0,2026-08-22
2266,1810,1,0,1,2026-08-22
2266,1907,1,1,0,2026-08-22
2266,2011,1,1,0,2026-08-22
2266,2404,3,1,2,2026-08-22
2266,2535,1,1,0,2026-08-22
2266,2557,1,1,0,2026-08-22
2266,446,1,1,0,2026-08-22
2266,51,3,3,0,2026-08-22
2266,60,1,1,0,2026-08-22
2266,721,5,5,0,2026-08-22
2266,728,1,1,0,2026-08-22
2266,764,4,3,1,2026-08-22
2266,888,1,1,0,2026-08-22
2266,922,2,2,0,2026-08-22
2266,95,3,3,0,2026-08-22
2266,986,1,1,0,2026-08-22
2267,1145,1,0,1,2026-08-22
2269,1990,1,0,1,2026-08-22
2269,2100,1,0,1,2026-08-22
227,1809,1,1,0,2026-08-22
227,1849,1,1,0,2026-08-22
227,1891,1,1,0,2026-08-22
227,1963,1,0,1,2026-08-22
227,2009,1,0,1,2026-08-22
227,377,1,0,1,2026-08-22
227,482,1,0,1,2026-08-22
227,570,1,0,1,2026-08-22
227,788,2,0,2,2026-08-22
227,800,1,0,1,2026-08-22
2270,1567,1,0,1,2026-08-22
2271,1158,1,1,0,2026-08-22
2272,1044,1,1,0,2026-08-22
2272,1262,1,0,1,2026-08-22
2272,2339,1,0,1,2026-08-22
2272,2386,1,0,1,2026-08-22
2272,45,1,0,1,2026-08-22
2272,758,1,1,0,2026-08-22
2273,1056,2,1,1,2026-08-22
2273,1140,1,1,0,2026-08-22
2273,1481,1,1,0,2026-08-22
2273,1497,1,0,1,2026-08-22
2273,1551,1,0,1,2026-08-22
2273,1552,1,0,1,2026-08-22
2273,1607,2,1,1,2026-08-22
2273,1786,1,0,1,2026-08-22
2273,1810,1,0,1,2026-08-22
2273,1883,2,0,2,2026-08-22
2273,189,1,0,1,2026-08-22
2273,1992,1,0,1,2026-08-22
2273,2017,1,1,0,2026-08-22
2273,2314,1,0,1,2026-08-22
2273,2517,1,0,1,2026-08-22
2273,43,4,1,3,2026-08-22
2273,525,1,1,0,2026-08-22
2273,575,1,0,1,2026-08-22
2273,645,1,0,1,2026-08-22
2273,707,1,0,1,2026-08-22
2273,721,1,0,1,2026-08-22
2273,75,1,0,1,2026-08-22
2273,776,2,0,2,2026-08-22
2273,834,2,0,2,2026-08-22
2274,2395,1,1,0,2026-08-22
2275,1102,1,1,0,2026-08-22
2275,1145,2,1,1,2026-08-22
2275,1253,2,0,2,2026-08-22
2275,1419,2,1,1,2026-08-22
2275,1498,1,0,1,2026-08-22
2275,1541,1,1,0,2026-08-22
2275,1580,1,1,0,2026-08-22
2275,1777,2,2,0,2026-08-22
2275,2044,1,0,1,2026-08-22
2275,2227,2,1,1,2026-08-22
2275,2334,1,1,0,2026-08-22
2275,2381,1,0,1,2026-08-22
2275,2403,1,0,1,2026-08-22
2275,2479,2,0,2,2026-08-22
2275,2490,1,1,0,2026-08-22
2275,443,1,0,1,2026-08-22
2275,540,1,1,0,2026-08-22
2275,542,2,1,1,2026-08-22
2275,625,1,0,1,2026-08-22
2275,753,1,0,1,2026-08-22
2276,137,1,0,1,2026-08-22
2276,1680,1,0,1,2026-08-22
2278,1602,1,1,0,2026-08-22
2279,1226,1,0,1,2026-08-22
228,1264,1,0,1,2026-08-22
228,2404,1,1,0,2026-08-22
228,91,1,0,1,2026-08-22
228,925,1,0,1,2026-08-22
2280,1072,1,1,0,2026-08-22
2280,1092,2,2,0,2026-08-22
2280,1158,1,1,0,2026-08-22
2280,1182,1,0,1,2026-08-22
2280,139,1,1,0,2026-08-22
2280,140,1,0,1,2026-08-22
2280,1406,1,0,1,2026-08-22
2280,1581,2,1,1,2026-08-22
2280,1728,1,0,1,2026-08-22
2280,1977,1,0,1,2026-08-22
2280,2386,2,2,0,2026-08-22
2280,2537,1,0,1,2026-08-22
2280,443,1,1,0,2026-08-22
2280,522,1,1,0,2026-08-22
2280,569,1,0,1,2026-08-22
2280,753,2,1,1,2026-08-22
2280,904,1,0,1,2026-08-22
2280,974,1,1,0,2026-08-22
2281,1155,1,1,0,2026-08-22
2281,1338,1,1,0,2026-08-22
2281,1351,1,0,1,2026-08-22
2281,1441,1,1,0,2026-08-22
2281,1580,2,1,1,2026-08-22
2281,1581,2,1,1,2026-08-22
2281,1911,3,0,3,2026-08-22
2281,2348,1,0,1,2026-08-22
2281,2361,1,0,1,2026-08-22
2281,2406,1,0,1,2026-08-22
2281,625,1,0,1,2026-08-22
2281,76,1,0,1,2026-08-22
2282,1363,1,0,1,2026-08-22
2282,288,1,0,1,2026-08-22
2282,3226,1,0,1,2026-08-22
2282,399,1,0,1,2026-08-22
2283,1169,2,0,2,2026-08-22
2283,1367,1,0,1,2026-08-22
2283,1414,1,0,1,2026-08-22
2283,1443,1,0,1,2026-08-22
2283,1482,1,0,1,2026-08-22
2283,1497,3,3,0,2026-08-22
2283,1553,1,1,0,2026-08-22
2283,1676,1,1,0,2026-08-22
2283,1700,1,1,0,2026-08-22
2283,1754,1,0,1,2026-08-22
2283,1786,1,0,1,2026-08-22
2283,1826,1,1,0,2026-08-22
2283,200,1,0,1,2026-08-22
2283,2011,1,1,0,2026-08-22
2283,2047,1,1,0,2026-08-22
2283,2411,1,0,1,2026-08-22
2283,436,2,2,0,2026-08-22
2283,47,2,2,0,2026-08-22
2283,510,2,1,1,2026-08-22
2283,545,2,0,2,2026-08-22
2283,575,2,2,0,2026-08-22
2283,623,1,1,0,2026-08-22
2283,648,1,0,1,2026-08-22
2283,666,1,1,0,2026-08-22
2283,707,1,0,1,2026-08-22
2283,741,2,0,2,2026-08-22
2284,1044,4,0,4,2026-08-22
2284,1076,2,1,1,2026-08-22
2284,1239,1,1,0,2026-08-22
2284,1256,1,1,0,2026-08-22
2284,188,2,1,1,2026-08-22
2284,193,1,1,0,2026-08-22
2284,2019,1,1,0,2026-08-22
2284,2170,2,1,1,2026-08-22
2284,2244,2,1,1,2026-08-22
2284,2360,3,1,2,2026-08-22
2284,2362,6,2,4,2026-08-22
2284,2463,2,1,1,2026-08-22
2284,2480,1,0,1,2026-08-22
2284,2485,7,2,5,2026-08-22
2284,2494,1,1,0,2026-08-22
2284,261,2,1,1,2026-08-22
2284,297,1,1,0,2026-08-22
2284,331,1,0,1,2026-08-22
2284,344,1,0,1,2026-08-22
2284,559,1,0,1,2026-08-22
2284,628,1,1,0,2026-08-22
2284,847,1,0,1,2026-08-22
2284,896,1,1,0,2026-08-22
2285,1180,1,0,1,2026-08-22
2285,1567,1,1,0,2026-08-22
2285,2049,1,0,1,2026-08-22
2285,297,1,0,1,2026-08-22
2285,676,1,0,1,2026-08-22
2285,956,1,0,1,2026-08-22
2286,1516,1,0,1,2026-08-22
2286,2291,1,0,1,2026-08-22
2286,305,1,0,1,2026-08-22
2286,307,1,0,1,2026-08-22
2286,615,1,0,1,2026-08-22
2286,686,1,0,1,2026-08-22
2286,957,1,1,0,2026-08-22
2287,1003,1,1,0,2026-08-22
2287,1032,1,0,1,2026-08-22
2287,1063,7,3,4,2026-08-22
2287,110,2,1,1,2026-08-22
2287,1192,3,2,1,2026-08-22
2287,1240,5,4,1,2026-08-22
2287,1264,1,1,0,2026-08-22
2287,1314,1,0,1,2026-08-22
2287,1325,1,1,0,2026-08-22
2287,1445,2,1,1,2026-08-22
2287,1481,2,2,0,2026-08-22
2287,1517,3,3,0,2026-08-22
2287,1553,1,1,0,2026-08-22
2287,1620,1,0,1,2026-08-22
2287,17,7,4,3,2026-08-22
2287,1746,4,2,2,2026-08-22
2287,1797,2,1,1,2026-08-22
2287,183,1,1,0,2026-08-22
2287,1836,1,0,1,2026-08-22
2287,2011,4,1,3,2026-08-22
2287,2239,1,0,1,2026-08-22
2287,2323,1,1,0,2026-08-22
2287,2401,2,0,2,2026-08-22
2287,2413,1,1,0,2026-08-22
2287,2535,1,1,0,2026-08-22
2287,2544,1,1,0,2026-08-22
2287,368,1,1,0,2026-08-22
2287,505,1,0,1,2026-08-22
2287,56,1,1,0,2026-08-22
2287,580,1,1,0,2026-08-22
2287,60,1,0,1,2026-08-22
2287,632,4,2,2,2026-08-22
2287,64,2,1,1,2026-08-22
2287,648,2,2,0,2026-08-22
2287,74,1,0,1,2026-08-22
2287,741,2,2,0,2026-08-22
2287,781,3,2,1,2026-08-22
2289,1183,1,0,1,2026-08-22
2289,1241,1,0,1,2026-08-22
2289,1381,2,2,0,2026-08-22
2289,1502,1,0,1,2026-08-22
2289,1862,4,0,4,2026-08-22
2289,1877,1,1,0,2026-08-22
2289,1887,2,1,1,2026-08-22
2289,1922,1,0,1,2026-08-22
2289,1930,1,0,1,2026-08-22
2289,1935,1,1,0,2026-08-22
2289,2029,3,1,2,2026-08-22
2289,22,6,4,2,2026-08-22
2289,2223,2,1,1,2026-08-22
2289,2301,1,1,0,2026-08-22
2289,2321,1,1,0,2026-08-22
2289,2397,1,0,1,2026-08-22
2289,342,1,1,0,2026-08-22
2289,3467,1,0,1,2026-08-22
2289,3872,1,0,1,2026-08-22
2289,3924,1,1,0,2026-08-22
2289,4092,1,0,1,2026-08-22
2289,4358,1,0,1,2026-08-22
2289,5217,2,1,1,2026-08-22
2289,5364,1,1,0,2026-08-22
2289,5448,1,1,0,2026-08-22
2289,597,2,0,2,2026-08-22
2289,653,6,0,6,2026-08-22
2289,752,1,0,1,2026-08-22
2289,826,1,1,0,2026-08-22
2289,847,1,1,0,2026-08-22
2289,956,1,0,1,2026-08-22
2290,1230,2,0,2,2026-08-22
2290,1621,1,1,0,2026-08-22
2290,1647,1,1,0,2026-08-22
2290,1930,1,0,1,2026-08-22
2290,2049,1,0,1,2026-08-22
2290,2154,1,0,1,2026-08-22
2290,2170,1,0,1,2026-08-22
2290,2368,1,0,1,2026-08-22
2290,2382,1,1,0,2026-08-22
2290,2468,1,0,1,2026-08-22
2290,2470,1,0,1,2026-08-22
2290,4386,1,1,0,2026-08-22
2290,491,1,1,0,2026-08-22
2290,628,1,0,1,2026-08-22
2291,1284,1,0,1,2026-08-22
2291,1288,1,0,1,2026-08-22
2291,1360,1,0,1,2026-08-22
2291,1893,1,0,1,2026-08-22
2291,2122,1,0,1,2026-08-22
2291,2215,1,1,0,2026-08-22
2291,2286,1,1,0,2026-08-22
2291,3059,1,1,0,2026-08-22
2291,405,2,0,2,2026-08-22
2291,582,1,0,1,2026-08-22
2291,752,1,0,1,2026-08-22
2293,262,2,1,1,2026-08-22
2296,916,1,0,1,2026-08-22
2298,1294,1,0,1,2026-08-22
2298,1410,1,0,1,2026-08-22
2298,1651,1,1,0,2026-08-22
2298,2474,1,0,1,2026-08-22
2298,2533,1,0,1,2026-08-22
2298,787,1,0,1,2026-08-22
2299,918,1,0,1,2026-08-22
23,1009,1,1,0,2026-08-22
23,1017,3,2,1,2026-08-22
23,1116,4,3,1,2026-08-22
23,1190,1,1,0,2026-08-22
23,1310,11,7,4,2026-08-22
23,1333,3,1,2,2026-08-22
23,1345,1,0,1,2026-08-22
23,140,3,1,2,2026-08-22
23,1405,1,1,0,2026-08-22
23,1512,1,1,0,2026-08-22
23,1551,5,4,1,2026-08-22
23,157,1,0,1,2026-08-22
23,1698,1,1,0,2026-08-22
23,1717,1,1,0,2026-08-22
23,1990,2,0,2,2026-08-22
23,2015,2,2,0,2026-08-22
23,2021,1,1,0,2026-08-22
23,2035,1,1,0,2026-08-22
23,2060,2,0,2,2026-08-22
23,2133,1,0,1,2026-08-22
23,2201,1,0,1,2026-08-22
23,2254,4,2,2,2026-08-22
23,227,1,0,1,2026-08-22
23,40,3,2,1,2026-08-22
23,47,6,3,3,2026-08-22
23,4771,1,1,0,2026-08-22
23,508,1,0,1,2026-08-22
23,523,1,1,0,2026-08-22
23,544,5,2,3,2026-08-22
23,558,5,1,4,2026-08-22
23,574,1,1,0,2026-08-22
23,776,3,3,0,2026-08-22
23,832,1,0,1,2026-08-22
23,933,6,2,4,2026-08-22
23,934,4,1,3,2026-08-22
23,935,3,0,3,2026-08-22
230,1202,1,1,0,2026-08-22
230,1232,1,0,1,2026-08-22
230,1371,3,1,2,2026-08-22
230,1746,1,1,0,2026-08-22
230,2017,1,1,0,2026-08-22
230,2101,1,0,1,2026-08-22
230,2165,1,0,1,2026-08-22
230,262,1,0,1,2026-08-22
2301,1100,3,0,3,2026-08-22
2301,1223,3,1,2,2026-08-22
2301,1226,1,1,0,2026-08-22
2301,1236,2,1,1,2026-08-22
2301,1315,1,0,1,2026-08-22
2301,138,2,1,1,2026-08-22
2301,1381,2,0,2,2026-08-22
2301,1502,1,0,1,2026-08-22
2301,1504,1,1,0,2026-08-22
2301,1621,1,0,1,2026-08-22
2301,1622,1,0,1,2026-08-22
2301,1740,3,0,3,2026-08-22
2301,1862,4,0,4,2026-08-22
2301,1958,1,0,1,2026-08-22
2301,2130,1,0,1,2026-08-22
2301,2407,1,1,0,2026-08-22
2301,2693,3,0,3,2026-08-22
2301,2728,2,2,0,2026-08-22
2301,2863,1,1,0,2026-08-22
2301,2915,1,1,0,2026-08-22
2301,2985,3,3,0,2026-08-22
2301,3044,1,1,0,2026-08-22
2301,305,1,1,0,2026-08-22
2301,3104,2,0,2,2026-08-22
2301,3144,2,2,0,2026-08-22
2301,3439,2,2,0,2026-08-22
2301,3528,1,1,0,2026-08-22
2301,354,1,0,1,2026-08-22
2301,355,1,1,0,2026-08-22
2301,3896,2,0,2,2026-08-22
2301,3922,1,1,0,2026-08-22
2301,4021,3,1,2,2026-08-22
2301,4123,1,0,1,2026-08-22
2301,4191,1,1,0,2026-08-22
2301,4193,1,1,0,2026-08-22
2301,4349,1,0,1,2026-08-22
2301,4623,2,1,1,2026-08-22
2301,4728,1,1,0,2026-08-22
2301,474,1,1,0,2026-08-22
2301,5321,1,0,1,2026-08-22
2301,538,1,0,1,2026-08-22
2301,5515,1,0,1,2026-08-22
2301,582,1,0,1,2026-08-22
2301,693,1,0,1,2026-08-22
2301,813,1,0,1,2026-08-22
2303,1099,1,1,0,2026-08-22
2303,1351,2,0,2,2026-08-22
2303,1891,3,1,2,2026-08-22
2303,1911,1,0,1,2026-08-22
2303,1923,1,0,1,2026-08-22
2303,2182,1,1,0,2026-08-22
2303,2381,1,0,1,2026-08-22
2303,2499,1,1,0,2026-08-22
2303,78,1,0,1,2026-08-22
2304,2520,1,0,1,2026-08-22
2305,1113,5,1,4,2026-08-22
2305,1157,2,1,1,2026-08-22
2305,123,1,1,0,2026-08-22
2305,1344,2,2,0,2026-08-22
2305,1451,2,1,1,2026-08-22
2305,1651,2,1,1,2026-08-22
2305,1652,2,1,1,2026-08-22
2305,1732,2,2,0,2026-08-22
2305,185,4,1,3,2026-08-22
2305,1941,1,1,0,2026-08-22
2305,2136,2,2,0,2026-08-22
2305,220,4,1,3,2026-08-22
2305,2369,1,0,1,2026-08-22
2305,251,1,1,0,2026-08-22
2305,2536,1,1,0,2026-08-22
2305,2557,1,0,1,2026-08-22
2305,311,2,1,1,2026-08-22
2305,367,3,0,3,2026-08-22
2305,439,2,2,0,2026-08-22
2305,745,1,0,1,2026-08-22
2305,79,2,2,0,2026-08-22
2305,887,1,0,1,2026-08-22
2305,91,1,0,1,2026-08-22
2306,1730,2,0,2,2026-08-22
2306,2403,1,0,1,2026-08-22
2306,882,1,0,1,2026-08-22
2308,4143,1,0,1,2026-08-22
2309,1255,3,2,1,2026-08-22
2309,1343,1,1,0,2026-08-22
2309,139,3,2,1,2026-08-22
2309,152,2,1,1,2026-08-22
2309,1920,1,0,1,2026-08-22
2309,2129,1,0,1,2026-08-22
2309,2154,1,1,0,2026-08-22
2309,2220,1,0,1,2026-08-22
2309,297,1,0,1,2026-08-22
2309,33,1,1,0,2026-08-22
2309,364,1,1,0,2026-08-22
2309,386,1,1,0,2026-08-22
2309,493,1,1,0,2026-08-22
2309,661,1,1,0,2026-08-22
2309,686,2,1,1,2026-08-22
2309,783,2,1,1,2026-08-22
2309,979,1,0,1,2026-08-22
231,308,1,1,0,2026-08-22
2310,1103,2,1,1,2026-08-22
2310,1113,2,0,2,2026-08-22
2310,114,1,1,0,2026-08-22
2310,1159,1,1,0,2026-08-22
2310,1410,2,1,1,2026-08-22
2310,1451,1,1,0,2026-08-22
2310,1652,5,2,3,2026-08-22
2310,1826,1,0,1,2026-08-22
2310,1833,1,0,1,2026-08-22
2310,1889,1,0,1,2026-08-22
2310,189,3,1,2,2026-08-22
2310,1990,2,1,1,2026-08-22
2310,2100,3,0,3,2026-08-22
2310,225,1,0,1,2026-08-22
2310,2318,1,1,0,2026-08-22
2310,2413,3,1,2,2026-08-22
2310,2445,1,1,0,2026-08-22
2310,468,1,1,0,2026-08-22
2310,673,1,1,0,2026-08-22
2310,674,2,1,1,2026-08-22
2310,684,1,1,0,2026-08-22
2310,685,1,1,0,2026-08-22
2310,721,2,0,2,2026-08-22
2310,727,1,0,1,2026-08-22
2310,745,1,0,1,2026-08-22
2310,80,1,0,1,2026-08-22
2310,887,1,0,1,2026-08-22
2312,1027,1,0,1,2026-08-22
2312,1443,1,0,1,2026-08-22
2312,1482,1,0,1,2026-08-22
2312,1658,2,1,1,2026-08-22
2312,1786,1,0,1,2026-08-22
2312,1889,1,1,0,2026-08-22
2312,2020,1,1,0,2026-08-22
2312,2218,1,0,1,2026-08-22
2312,2239,1,0,1,2026-08-22
2312,2245,2,1,1,2026-08-22
2312,2310,1,0,1,2026-08-22
2312,262,3,0,3,2026-08-22
2312,581,1,1,0,2026-08-22
2312,593,1,0,1,2026-08-22
2313,1022,1,0,1,2026-08-22
2313,1051,1,0,1,2026-08-22
2313,1108,1,1,0,2026-08-22
2313,1373,1,1,0,2026-08-22
2313,1405,1,1,0,2026-08-22
2313,1443,6,1,5,2026-08-22
2313,1492,3,2,1,2026-08-22
2313,1551,1,0,1,2026-08-22
2313,1581,1,1,0,2026-08-22
2313,1717,1,1,0,2026-08-22
2313,1825,2,1,1,2026-08-22
2313,2053,1,1,0,2026-08-22
2313,21,1,0,1,2026-08-22
2313,2133,1,1,0,2026-08-22
2313,2409,1,1,0,2026-08-22
2313,2411,1,1,0,2026-08-22
2313,2487,1,1,0,2026-08-22
2313,2492,1,0,1,2026-08-22
2313,436,1,0,1,2026-08-22
2313,568,1,0,1,2026-08-22
2313,707,1,0,1,2026-08-22
2313,800,1,0,1,2026-08-22
2313,834,1,0,1,2026-08-22
