TOURNEY_ID,TOURNEY_NAME,TOURNEY_LEVEL,TOURNEY_DRAW_SIZE,TOURNEY_SURFACE,TOURNEY_IS_INDOOR,TOURNEY_START_DATE,REF_YEAR
2016-M-DC-2016-G2-AM-M-PAR-VEN-01,Davis Cup,Davis Cup,4,Hard,-,2016-01-04,2016
2017-M014,Moscow,Outro,32,Hard,-,2017-01-16,2017
2018-M-DC-2018-G1-AM-M-CHI-ECU-01,Davis Cup,Davis Cup,4,Clay,-,2018-01-02,2018
2018-M-DC-2018-WG-PO-ARG-COL-01,Davis Cup,Davis Cup,4,Clay,-,2018-01-14,2018
2021-M-DC-2021-WG1-M-CHI-SVK-01,Davis Cup,Davis Cup,4,Hard,-,2021-01-17,2021
2022-0422,Cincinnati Masters,Masters 1000,64,Hard,-,2022-01-15,2022
2022-8994,Mallorca,Outro,32,Grass,-,2022-01-20,2022
2023-M-DC-2023-QLS-M-GBR-COL-01,Davis Cup,Davis Cup,4,Clay,-,2023-01-03,2023
2023-6242,Winston-Salem,Outro,64,Hard,-,2023-01-21,2023
2024-M-DC-2024-QLS-M-CAN-KOR-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-02,2024
2024-M-DC-2024-WG1-PO-BUL-BIH-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-03,2024
2024-M-DC-2024-FLS-4-M-D-CAN-GBR-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-15,2024
2024-7480,Los Cabos,Outro,32,Hard,-,2024-01-19,2024
2024-8994,Mallorca,Outro,32,Grass,-,2024-01-24,2024
2025-341,Metz,ATP 250,28,Hard,Sim,2025-01-03,2025
1968-9323,East London WCT,Outro,16,Hard,-,1968-01-09,1968
1968-T146,Belgrade,Outro,-1,Clay,-,1968-01-16,1968
1969-416,Rome,Masters 1000,128,Clay,-,1969-01-21,1969
1970-D024,Davis Cup,Davis Cup,4,Clay,-,1970-01-08,1970
1974-D019,Davis Cup,Davis Cup,4,-,-,1974-01-11,1974
1974-427,Sydney Indoor,Outro,32,Hard,Sim,1974-01-20,1974
1974-D065,Davis Cup,Davis Cup,4,Grass,-,1974-01-29,1974
1975-656,Jackson,Outro,16,Carpet,Sim,1975-01-26,1975
1977-401,Philadelphia WCT,Outro,64,Carpet,Sim,1977-01-24,1977
1978-705,North Conway,Outro,64,Clay,-,1978-01-31,1978
1979-705,North Conway,Outro,64,Clay,-,1979-01-29,1979
1981-615,Nations Cup,Outro,16,Clay,-,1981-01-04,1981
1981-338,Sydney Outdoor,Outro,64,Grass,-,1981-01-14,1981
1984-430,Wembley,Outro,32,Carpet,Sim,1984-01-05,1984
1985-D033,Davis Cup,Davis Cup,4,Grass,-,1985-01-14,1985
1986-D051,Davis Cup,Davis Cup,4,Hard,-,1986-01-07,1986
1988-D026,Davis Cup,Davis Cup,4,Carpet,Sim,1988-01-08,1988
1988-408,Milan,Outro,32,Carpet,Sim,1988-01-15,1988
1991-305,Nice,Outro,32,Clay,-,1991-01-15,1991
1995-747,Beijing,Outro,32,Carpet,Sim,1995-01-16,1995
1995-615,Dusseldorf,Outro,32,Clay,-,1995-01-22,1995
1996-481,Copenhagen,Outro,32,Carpet,Sim,1996-01-11,1996
1996-890,Shanghai,Outro,32,Carpet,Sim,1996-01-29,1996
2000-605,Masters Cup,ATP Finals,8,Hard,-,2000-01-27,2000
2004-573,Valencia,Outro,32,Clay,-,2004-01-12,2004
2004-402,Memphis,Outro,32,Hard,-,2004-01-16,2004
2004-D070,Davis Cup,Davis Cup,4,Clay,-,2004-01-16,2004
2004-403,Miami Masters,Masters 1000,96,Hard,-,2004-01-22,2004
2005-419,Indianapolis,Outro,48,Hard,-,2005-01-18,2005
2009-D058,Davis Cup,Davis Cup,4,Clay,-,2009-01-10,2009
2011-329,Tokyo,Outro,32,Hard,-,2011-01-03,2011
2011-D063,Davis Cup,Davis Cup,4,Clay,-,2011-01-08,2011
2011-438,Moscow,Outro,28,Hard,-,2011-01-17,2011
2012-D016,Davis Cup,Davis Cup,4,Hard,-,2012-01-10,2012
2013-D005,Davis Cup,Davis Cup,4,Hard,-,2013-01-01,2013
2013-421,Canada Masters,Masters 1000,56,Hard,-,2013-01-05,2013
2013-D044,Davis Cup,Davis Cup,4,Hard,-,2013-01-05,2013
2019-M-DC-2019-G2-AM-M-GUA-BOL-01,Davis Cup,Davis Cup,4,Hard,-,2019-01-13,2019
2020-M024,Cincinnati Masters,Masters 1000,64,Hard,-,2020-01-24,2020
2023-0404,Indian Wells Masters,Masters 1000,128,Hard,-,2023-01-06,2023
2024-7485,Antwerp,Outro,28,Hard,-,2024-01-14,2024
1968-560,US Open,Grand Slam,96,Grass,-,1968-01-29,1968
1969-332,Cologne,Outro,8,Hard,-,1969-01-18,1969
1969-429,Stockholm Open,Outro,32,Hard,-,1969-01-24,1969
1972-D044,Davis Cup,Davis Cup,4,Clay,-,1972-01-16,1972
1973-D050,Davis Cup,Davis Cup,4,Clay,-,1973-01-11,1973
1973-D029,Davis Cup,Davis Cup,4,Clay,-,1973-01-18,1973
1974-D028,Davis Cup,Davis Cup,4,-,-,1974-01-10,1974
1974-411,Chicago,Outro,32,Carpet,Sim,1974-01-22,1974
1974-D062,Davis Cup,Davis Cup,4,-,-,1974-01-31,1974
1976-332,Cologne,Outro,32,Carpet,Sim,1976-01-01,1976
1976-430,Wembley,Outro,32,Carpet,Sim,1976-01-15,1976
1977-D023,Davis Cup,Davis Cup,4,Hard,-,1977-01-16,1977
1977-329,Tokyo Outdoor,Outro,64,Clay,-,1977-01-31,1977
1978-336,Hong Kong,Outro,32,Hard,-,1978-01-13,1978
1978-D049,Davis Cup,Davis Cup,4,Carpet,Sim,1978-01-17,1978
1978-417,Boston,Outro,64,Clay,-,1978-01-21,1978
1981-D030,Davis Cup,Davis Cup,4,Clay,-,1981-01-09,1981
1982-340,Melbourne,Outro,32,Grass,-,1982-01-28,1982
1983-415,Forest Hills WCT,Outro,64,Clay,-,1983-01-01,1983
1983-D026,Davis Cup,Davis Cup,4,Carpet,Sim,1983-01-30,1983
1986-605,Masters Dec,Masters 1000,8,Carpet,Sim,1986-01-01,1986
1986-318,Livingston,Outro,32,Hard,-,1986-01-21,1986
1991-440,Rosmalen,Outro,32,Grass,-,1991-01-10,1991
1994-D006,Davis Cup,Davis Cup,4,Clay,-,1994-01-25,1994
1995-D050,Davis Cup,Davis Cup,4,Hard,-,1995-01-31,1995
1997-717,Orlando,Outro,32,Clay,-,1997-01-21,1997
1998-357,Stuttgart Masters,Masters 1000,48,Hard,-,1998-01-26,1998
1999-414,Hamburg Masters,Masters 1000,56,Clay,-,1999-01-03,1999
1999-311,Queen's Club,Outro,56,Grass,-,1999-01-07,1999
2000-D071,Davis Cup,Davis Cup,4,Clay,-,2000-01-04,2000
2001-315,Newport,Outro,32,Grass,-,2001-01-09,2001
2001-560,US Open,Grand Slam,128,Hard,-,2001-01-27,2001
2003-D081,Davis Cup,Davis Cup,4,Clay,-,2003-01-19,2003
2004-D033,Davis Cup,Davis Cup,4,Hard,-,2004-01-06,2004
2010-D011,Davis Cup,Davis Cup,4,Hard,-,2010-01-05,2010
2010-717,Houston,Outro,28,Clay,-,2010-01-05,2010
2010-D044,Davis Cup,Davis Cup,4,Hard,-,2010-01-17,2010
2010-403,Miami Masters,Masters 1000,96,Hard,-,2010-01-24,2010
2011-D031,Davis Cup,Davis Cup,4,Clay,-,2011-01-04,2011
2011-D005,Davis Cup,Davis Cup,4,Clay,-,2011-01-04,2011
2018-0314,Gstaad,Outro,32,Clay,-,2018-01-23,2018
2020-9410,Nur-Sultan,Outro,32,Hard,-,2020-01-26,2020
2022-7485,Antwerp,Outro,32,Hard,-,2022-01-17,2022
2026-9900,United Cup,Outro,18,Hard,Não,2026-01-07,2026
2026-9900,United Cup,Outro,18,Hard,Não,2026-01-11,2026
1968-3943,Boston 2,Outro,128,Grass,-,1968-01-17,1968
1968-9295,Sydney WCT,Outro,8,Carpet,Sim,1968-01-20,1968
1968-T167,Hanau,Outro,-1,-,-,1968-01-22,1968
1970-429,Stockholm Open,Outro,32,Hard,-,1970-01-01,1970
1971-317,Hilversum,Outro,64,Hard,-,1971-01-03,1971
1972-D041,Davis Cup,Davis Cup,4,-,-,1972-01-28,1972
1975-419,Indianapolis,Outro,64,Clay,-,1975-01-04,1975
1979-333,Taipei,Outro,32,Carpet,Sim,1979-01-12,1979
1981-337,Vienna,Outro,64,Hard,-,1981-01-19,1981
1982-810,Zurich WCT,Outro,32,Carpet,Sim,1982-01-28,1982
1983-D056,Davis Cup,Davis Cup,4,Clay,-,1983-01-30,1983
1988-D051,Davis Cup,Davis Cup,4,Clay,-,1988-01-05,1988
1988-D024,Davis Cup,Davis Cup,4,Carpet,Sim,1988-01-06,1988
1988-D031,Davis Cup,Davis Cup,4,Clay,-,1988-01-22,1988
1990-D003,Davis Cup,Davis Cup,4,Clay,-,1990-01-30,1990
1991-468,Estoril,Outro,32,Clay,-,1991-01-01,1991
1991-D082,Davis Cup,Davis Cup,4,Carpet,Sim,1991-01-03,1991
1993-315,Newport,Outro,32,Grass,-,1993-01-05,1993
1994-316,Bastad,Outro,32,Clay,-,1994-01-04,1994
1994-494,Jakarta,Outro,32,Hard,-,1994-01-10,1994
1995-D057,Davis Cup,Davis Cup,4,Clay,-,1995-01-03,1995
1995-D054,Davis Cup,Davis Cup,4,Clay,-,1995-01-31,1995
1996-D025,Davis Cup,Davis Cup,4,Clay,-,1996-01-20,1996
1999-D017,Davis Cup,Davis Cup,4,Hard,-,1999-01-02,1999
2000-D055,Davis Cup,Davis Cup,4,Clay,-,2000-01-21,2000
2001-D053,Davis Cup,Davis Cup,4,Carpet,Sim,2001-01-06,2001
2003-891,Chennai,Outro,32,Hard,-,2002-01-30,2002
2007-329,Tokyo,Outro,48,Hard,-,2007-01-01,2007
2008-533,Costa Do Sauipe,Outro,32,Clay,-,2008-01-11,2008
2010-D006,Davis Cup,Davis Cup,4,Hard,-,2010-01-05,2010
2013-D016,Davis Cup,Davis Cup,4,Clay,-,2013-01-01,2013
2014-D035,Davis Cup,Davis Cup,4,Hard,-,2014-01-04,2014
2015-D017,Davis Cup,Davis Cup,4,Clay,-,2015-01-06,2015
2017-M-DC-2017-WG-PO-SUI-BLR-01,Davis Cup,Davis Cup,4,Hard,-,2017-01-15,2017
2018-0424,New York,Outro,32,Hard,-,2018-01-12,2018
2021-0429,Stockholm,Outro,32,Hard,-,2021-01-08,2021
2023-0308,Munich,Outro,32,Clay,-,2023-01-17,2023
2026-425,Barcelona,ATP 500,32,Clay,Não,2026-01-19,2026
1968-T105,Bremen Indoors,Outro,-1,Carpet,Sim,1968-01-22,1968
1969-D005,Davis Cup,Davis Cup,4,Clay,-,1969-01-09,1969
1970-388,Dallas,Outro,32,Carpet,Sim,1970-01-21,1970
1971-422,Cincinnati,Masters 1000,64,Clay,-,1971-01-02,1971
1971-D041,Davis Cup,Davis Cup,4,Clay,-,1971-01-08,1971
1973-2030,Merion,Outro,64,Grass,-,1973-01-19,1973
1974-D058,Davis Cup,Davis Cup,4,Hard,-,1974-01-12,1974
1977-429,Stockholm,Outro,64,Hard,-,1977-01-06,1977
1984-317,Hilversum,Outro,32,Clay,-,1984-01-23,1984
1985-415,Forest Hills,Outro,64,Clay,-,1985-01-06,1985
1985-D006,Davis Cup,Davis Cup,4,Clay,-,1985-01-08,1985
1988-D052,Davis Cup,Davis Cup,4,Hard,-,1988-01-08,1988
1988-306,Bari,Outro,32,Clay,-,1988-01-19,1988
1989-D011,Davis Cup,Davis Cup,4,Hard,-,1989-01-03,1989
1995-319,Kitzbuhel,Outro,48,Clay,-,1995-01-31,1995
1996-604,Grand Slam Cup,Outro,16,Carpet,Sim,1996-01-03,1996
1996-496,Marseille,Outro,32,Hard,-,1996-01-12,1996
1997-301,Auckland,Outro,32,Hard,-,1997-01-06,1997
2002-D066,Davis Cup,Davis Cup,4,Carpet,Sim,2002-01-20,2002
2004-D032,Davis Cup,Davis Cup,4,Hard,-,2004-01-06,2004
2007-315,Newport,Outro,32,Grass,-,2007-01-09,2007
2009-D001,Davis Cup,Davis Cup,4,Clay,-,2009-01-06,2009
2010-404,Indian Wells Masters,Masters 1000,96,Hard,-,2010-01-11,2010
2012-D022,Davis Cup,Davis Cup,4,Hard,-,2012-01-10,2012
2014-6116,Atlanta,Outro,28,Hard,-,2014-01-21,2014
2016-M-DC-2016-G1-AO-M-IND-KOR-01,Davis Cup,Davis Cup,4,Grass,-,2016-01-15,2016
2016-M-DC-2016-G2-EPA-M-TUR-BIH-01,Davis Cup,Davis Cup,4,Clay,-,2016-01-15,2016
2016-0341,Metz,Outro,32,Hard,-,2016-01-19,2016
2017-0315,Newport,Outro,32,Grass,-,2017-01-17,2017
2018-0315,Newport,Outro,32,Grass,-,2018-01-16,2018
2019-0322,Geneva,Outro,32,Clay,-,2019-01-20,2019
2021-0311,Queen's Club,Outro,32,Grass,-,2021-01-14,2021
2022-M-DC-2022-WG2-M-DOM-LAT-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-16,2022
2023-M-DC-2023-QLS-M-CZE-POR-01,Davis Cup,Davis Cup,4,Clay,-,2023-01-04,2023
2024-9158,Cordoba,Outro,32,Clay,-,2024-01-05,2024
2026-M-DC-2026-QLS-M-FRA-SVK-01,Davis Cup,Davis Cup,4,Hard,Sim,2026-01-06,2026
2026-414,Hamburg,ATP 500,32,Clay,Não,2026-01-19,2026
1968-T162,Valencia,Outro,-1,-,-,1969-01-01,1969
1969-D015,Davis Cup,Davis Cup,4,-,-,1969-01-03,1969
1976-301,Auckland,Outro,32,Hard,-,1975-01-31,1975
1979-D024,Davis Cup,Davis Cup,4,-,-,1979-01-16,1979
1982-327,Toulouse,Outro,32,Hard,-,1982-01-06,1982
1983-327,Toulouse,Outro,32,Hard,-,1983-01-21,1983
1983-410,Monte Carlo,Outro,32,Clay,-,1983-01-28,1983
1984-D061,Davis Cup,Davis Cup,4,Clay,-,1984-01-16,1984
1985-D027,Davis Cup,Davis Cup,4,Carpet,Sim,1985-01-08,1985
1987-D043,Davis Cup,Davis Cup,4,Clay,-,1987-01-08,1987
1988-D061,Davis Cup,Davis Cup,4,Clay,-,1988-01-22,1988
1989-418,Washington,Outro,56,Hard,-,1989-01-24,1989
1990-326,Brisbane,Outro,32,Hard,-,1990-01-24,1990
1991-420,New Haven,Outro,56,Hard,-,1991-01-12,1991
1993-506,Buenos Aires,Outro,32,Clay,-,1993-01-08,1993
1994-D062,Davis Cup,Davis Cup,4,Clay,-,1994-01-15,1994
1996-D023,Davis Cup,Davis Cup,4,Carpet,Sim,1996-01-05,1996
1996-500,Halle,Outro,32,Grass,-,1996-01-17,1996
1997-D079,Davis Cup,Davis Cup,4,Carpet,Sim,1997-01-04,1997
1997-352,Paris Masters,Masters 1000,48,Carpet,Sim,1997-01-27,1997
1998-890,Shanghai,Outro,32,Carpet,Sim,1998-01-05,1998
1998-403,Miami Masters,Masters 1000,96,Hard,-,1998-01-16,1998
2003-D019,Davis Cup,Davis Cup,4,Hard,-,2003-01-07,2003
2004-D048,Davis Cup,Davis Cup,4,Clay,-,2004-01-16,2004
2005-D071,Davis Cup,Davis Cup,4,Clay,-,2005-01-15,2005
2005-D036,Davis Cup,Davis Cup,4,Hard,-,2005-01-15,2005
2006-D084,Davis Cup,Davis Cup,4,Clay,-,2006-01-21,2006
2008-301,Auckland,Outro,32,Hard,-,2008-01-07,2008
2008-D054,Davis Cup,Davis Cup,4,Hard,-,2008-01-19,2008
2010-352,Paris Masters,Masters 1000,48,Hard,-,2010-01-07,2010
2010-375,Montpellier,Outro,28,Hard,-,2010-01-25,2010
2011-D080,Davis Cup,Davis Cup,4,Hard,-,2011-01-16,2011
2012-D020,Davis Cup,Davis Cup,4,Hard,-,2012-01-06,2012
2012-D064,Davis Cup,Davis Cup,4,Hard,-,2012-01-06,2012
2012-D009,Davis Cup,Davis Cup,4,Hard,-,2012-01-10,2012
2012-D046,Davis Cup,Davis Cup,4,Clay,-,2012-01-14,2012
2016-M-DC-2016-G1-EPA-M-ROU-SLO-01,Davis Cup,Davis Cup,4,Hard,-,2016-01-04,2016
2016-M052,Rio de Janeiro,Outro,32,Clay,-,2016-01-15,2016
2018-0451,Doha,Outro,32,Hard,-,2018-01-01,2018
2019-M-DC-2019-FLS-F-M-USA-CAN-01,Davis Cup,ATP Finals,4,Hard,-,2019-01-19,2019
2021-8888,Atp Cup,Outro,12,Hard,-,2021-01-02,2021
2021-7480,Los Cabos,Outro,32,Hard,-,2021-01-19,2021
2021-M-DC-2021-FLS-B-M-CAN-SWE-01,Davis Cup,ATP Finals,2,Hard,-,2021-01-25,2021
2023-0605,Tour Finals,ATP Finals,8,Hard,-,2023-01-13,2023
2026-404,Indian Wells Masters,Masters 1000,96,Hard,Não,2026-01-07,2026
2026-410,Monte Carlo,Masters 1000,56,Clay,Não,2026-01-08,2026
2026-316,Bastad,ATP 250,28,Clay,Não,2026-01-19,2026
1968-9346,Cape Town,Outro,-1,-,-,1968-01-01,1968
1970-410,Monte Carlo,Outro,64,Clay,-,1970-01-13,1970
1971-2047,Jacksonville,Outro,32,Clay,-,1971-01-14,1971
1973-2037,Paramus,Outro,16,Hard,-,1973-01-09,1973
1973-802,Richmond WCT,Outro,32,Carpet,Sim,1973-01-29,1973
1974-729,Tuscon,Outro,64,Hard,-,1974-01-30,1974
1977-2008,Helsinki,Outro,32,Carpet,Sim,1977-01-14,1977
1985-D037,Davis Cup,Davis Cup,4,Clay,-,1985-01-02,1985
1985-D032,Davis Cup,Davis Cup,4,Grass,-,1985-01-04,1985
1986-308,Munich,Outro,32,Clay,-,1986-01-05,1986
1986-D045,Davis Cup,Davis Cup,4,Clay,-,1986-01-18,1986
1990-336,Hong Kong,Outro,32,Hard,-,1990-01-23,1990
1991-D019,Davis Cup,Davis Cup,4,Hard,-,1991-01-20,1991
1992-237,Guaruja,Outro,32,Hard,-,1992-01-26,1992
1993-540,Wimbledon,Grand Slam,128,Grass,-,1993-01-21,1993
1997-433,Scottsdale,Outro,32,Hard,-,1997-01-03,1997
1997-D078,Davis Cup,Davis Cup,4,Hard,-,1997-01-07,1997
1998-D010,Davis Cup,Davis Cup,4,Clay,-,1998-01-03,1998
1998-424,San Jose,Outro,32,Hard,-,1998-01-09,1998
2000-403,Miami Masters,Masters 1000,96,Hard,-,2000-01-20,2000
2001-D041,Davis Cup,Davis Cup,4,Clay,-,2001-01-06,2001
2001-D066,Davis Cup,Davis Cup,4,Clay,-,2001-01-21,2001
2001-409,Atlanta,Outro,32,Clay,-,2001-01-23,2001
2002-D035,Davis Cup,Davis Cup,4,Hard,-,2002-01-05,2002
2004-433,Scottsdale,Outro,32,Hard,-,2004-01-01,2004
2007-301,Auckland,Outro,32,Hard,-,2007-01-08,2007
2007-D002,Davis Cup,Davis Cup,4,Hard,-,2007-01-09,2007
2007-D048,Davis Cup,Davis Cup,4,Clay,-,2007-01-09,2007
2008-D080,Davis Cup,Davis Cup,4,Clay,-,2008-01-19,2008
2009-573,Valencia,Outro,32,Hard,-,2009-01-02,2009
2009-D067,Davis Cup,Davis Cup,4,Clay,-,2009-01-10,2009
2010-D030,Davis Cup,Davis Cup,4,Clay,-,2010-01-05,2010
2011-D039,Davis Cup,Davis Cup,4,Clay,-,2011-01-07,2011
2012-438,Moscow,Outro,28,Hard,-,2012-01-15,2012
2016-M-DC-2016-G2-AO-M-VIE-THA-01,Davis Cup,Davis Cup,4,Hard,-,2016-01-15,2016
2017-M-DC-2017-G1-EPA-M-BLR-AUT-01,Davis Cup,Davis Cup,4,Hard,-,2017-01-07,2017
2017-0506,Buenos Aires,Outro,32,Clay,-,2017-01-13,2017
2017-0495,Dubai,Outro,32,Hard,-,2017-01-27,2017
2018-0414,Hamburg,Outro,32,Clay,-,2018-01-23,2018
2022-M-DC-2022-FLS-3-C-M-GER-AUS-01,Davis Cup,ATP Finals,2,Hard,-,2022-01-18,2022
2023-M-DC-2023-WG1-M-UKR-COL-01,Davis Cup,Davis Cup,4,Hard,-,2023-01-14,2023
2023-M-DC-2023-FLS-4-D-M-CRO-FIN-01,Davis Cup,ATP Finals,2,Hard,-,2023-01-15,2023
2024-7581,Chengdu,Outro,28,Hard,-,2024-01-18,2024
2025-M-DC-2025-WG2-R1-IRL-CHN-02,Davis Cup,Davis Cup,4,Hard,-,2025-01-13,2025
2025-M-DC-2025-WG2-PO-EST-VEN-03,Davis Cup,Davis Cup,-1,Hard,-,2025-01-31,2025
2026-8996,Santiago,ATP 250,28,Clay,Não,2026-01-24,2026
2026-741,Eastbourne,ATP 250,28,Grass,Não,2026-01-24,2026
1969-D029,Davis Cup,Davis Cup,4,-,-,1969-01-09,1969
1970-D040,Davis Cup,Davis Cup,4,-,-,1970-01-07,1970
1973-277,Berlin,Outro,32,Hard,-,1973-01-04,1973
1973-316,Bastad,Outro,32,Clay,-,1973-01-09,1973
1974-D070,Davis Cup,Davis Cup,4,Clay,-,1974-01-17,1974
1974-716,Dayton,Outro,16,Carpet,Sim,1974-01-30,1974
1976-D037,Davis Cup,Davis Cup,4,-,-,1976-01-02,1976
1976-429,Stockholm,Outro,64,Hard,-,1976-01-07,1976
1976-343,Columbus,Outro,64,Hard,-,1976-01-09,1976
1978-D040,Davis Cup,Davis Cup,4,-,-,1978-01-02,1978
1978-807,Mexico City WCT,Outro,32,Hard,-,1978-01-30,1978
1980-315,Newport,Outro,32,Grass,-,1980-01-07,1980
1980-332,Cologne,Outro,32,Hard,-,1980-01-27,1980
1980-309,Madrid,Outro,64,Clay,-,1980-01-29,1980
1982-813,La Costa WCT,Outro,16,Hard,-,1982-01-10,1982
1983-D016,Davis Cup,Davis Cup,4,Clay,-,1983-01-14,1983
1983-707,South Orange,Outro,32,Clay,-,1983-01-25,1983
1985-321,Stuttgart Outdoor,Outro,32,Clay,-,1985-01-09,1985
1986-414,Hamburg,Outro,56,Clay,-,1986-01-15,1986
1987-D054,Davis Cup,Davis Cup,4,Clay,-,1987-01-13,1987
1987-304,Nancy,Outro,32,Carpet,Sim,1987-01-23,1987
1989-330,Tel Aviv,Outro,32,Hard,-,1989-01-16,1989
1991-306,Genova,Outro,32,Clay,-,1991-01-17,1991
1992-224,Schenectady,Outro,32,Hard,-,1992-01-24,1992
1996-408,Milan,Outro,32,Carpet,Sim,1996-01-26,1996
1997-D042,Davis Cup,Davis Cup,4,Carpet,Sim,1997-01-04,1997
1997-580,Australian Open,Grand Slam,128,Hard,-,1997-01-13,1997
2001-338,Sydney,Outro,32,Hard,-,2001-01-08,2001
2002-D067,Davis Cup,Davis Cup,4,Clay,-,2002-01-20,2002
2003-D045,Davis Cup,Davis Cup,4,Carpet,Sim,2003-01-04,2003
2004-D028,Davis Cup,Davis Cup,4,Hard,-,2004-01-16,2004
2005-D010,Davis Cup,Davis Cup,4,Grass,-,2005-01-15,2005
2006-317,Amersfoort,Outro,32,Clay,-,2006-01-17,2006
2007-416,Rome Masters,Masters 1000,56,Clay,-,2007-01-07,2007
2009-D060,Davis Cup,Davis Cup,4,Carpet,Sim,2009-01-18,2009
2011-416,Rome Masters,Masters 1000,56,Clay,-,2011-01-08,2011
2014-337,Vienna,Outro,28,Hard,-,2014-01-13,2014
2014-D015,Davis Cup,Davis Cup,4,Clay,-,2014-01-21,2014
2014-D062,Davis Cup,Davis Cup,4,Hard,-,2014-01-31,2014
2014-D027,Davis Cup,Davis Cup,4,Hard,-,2014-01-31,2014
2015-314,Gstaad,Outro,28,Clay,-,2015-01-27,2015
2016-M-DC-2016-WG-M-GBR-SRB-01,Davis Cup,Davis Cup,4,Clay,-,2016-01-15,2016
2017-M-DC-2017-G1-EPA-M-NED-BIH-01,Davis Cup,Davis Cup,4,Hard,-,2017-01-07,2017
2021-0605,Tour Finals,ATP Finals,8,Hard,-,2021-01-15,2021
2021-M-DC-2021-WG1-M-POR-ROU-01,Davis Cup,Davis Cup,4,Hard,-,2021-01-18,2021
2021-0337,Vienna,Outro,32,Hard,-,2021-01-25,2021
2023-M-DC-2023-FLS-M-AUS-ITA-01,Davis Cup,ATP Finals,2,Hard,-,2023-01-26,2023
2024-0321,Stuttgart,Outro,32,Grass,-,2024-01-10,2024
2024-M-DC-2024-FLS-1-M-A-NED-BRA-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-12,2024
2024-M-DC-2024-WG1-M-SWE-IND-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-14,2024
2024-0451,Doha,Outro,32,Hard,-,2024-01-19,2024
2026-717,Houston,ATP 250,28,Clay,Não,2026-01-02,2026
2026-316,Bastad,ATP 250,28,Clay,Não,2026-01-17,2026
2026-360,Marrakech,ATP 250,28,Clay,Não,2026-01-30,2026
1968-9315,Buffalo WCT,Outro,8,Carpet,Sim,1968-01-10,1968
1968-436,Charlotte,Outro,16,Clay,-,1968-01-15,1968
1969-D030,Davis Cup,Davis Cup,4,Clay,-,1969-01-24,1969
1972-6120,Nice,Outro,64,Clay,-,1972-01-17,1972
1975-331,Melbourne Indoor,Outro,32,Clay,Sim,1975-01-06,1975
1976-D038,Davis Cup,Davis Cup,4,Grass,-,1976-01-16,1976
1976-D022,Davis Cup,Davis Cup,4,Clay,-,1976-01-24,1976
1981-D004,Davis Cup,Davis Cup,4,Carpet,Sim,1981-01-06,1981
1982-303,Buenos Aires,Outro,32,Clay,-,1982-01-01,1982
1983-332,Cologne,Outro,32,Carpet,Sim,1983-01-24,1983
1984-306,Bari,Outro,32,Clay,-,1984-01-02,1984
1984-615,Dusseldorf,Outro,16,Clay,-,1984-01-21,1984
1984-D044,Davis Cup,Davis Cup,4,Clay,-,1984-01-28,1984
1985-303,Buenos Aires,Outro,32,Clay,-,1985-01-25,1985
1986-D013,Davis Cup,Davis Cup,4,Hard,-,1986-01-07,1986
1987-402,Memphis,Outro,48,Hard,-,1987-01-09,1987
1987-323,Bordeaux,Outro,32,Clay,-,1987-01-13,1987
1988-D027,Davis Cup,Davis Cup,4,Clay,-,1988-01-08,1988
1989-D062,Davis Cup,Davis Cup,4,Clay,-,1989-01-03,1989
1992-540,Wimbledon,Grand Slam,128,Grass,-,1992-01-22,1992
1993-309,Madrid,Outro,32,Clay,-,1993-01-26,1993
1994-D019,Davis Cup,Davis Cup,4,Clay,-,1994-01-23,1994
1995-544,Montevideo,Outro,32,Clay,-,1995-01-30,1995
2003-424,San Jose,Outro,32,Hard,-,2003-01-10,2003
2004-D066,Davis Cup,Davis Cup,4,Hard,-,2004-01-09,2004
2004-D021,Davis Cup,Davis Cup,4,Grass,-,2004-01-09,2004
2005-D083,Davis Cup,Davis Cup,4,Clay,-,2005-01-23,2005
2006-416,Rome Masters,Masters 1000,64,Clay,-,2006-01-08,2006
2006-410,Monte Carlo Masters,Masters 1000,64,Clay,-,2006-01-17,2006
2006-568,St. Petersburg,Outro,32,Carpet,Sim,2006-01-23,2006
2009-339,Brisbane,Outro,32,Hard,-,2009-01-04,2009
2011-D008,Davis Cup,Davis Cup,4,Clay,-,2011-01-04,2011
2012-329,Tokyo,Outro,32,Hard,-,2012-01-01,2012
2014-D075,Davis Cup,Davis Cup,4,Carpet,Sim,2014-01-12,2014
2015-717,Houston,Outro,28,Clay,-,2015-01-06,2015
2015-402,Memphis,Outro,28,Hard,-,2015-01-09,2015
2016-M035,Washington,Outro,64,Hard,-,2016-01-18,2016
2017-M-DC-2017-G2-AO-M-PAK-IRI-01,Davis Cup,Davis Cup,4,Hard,-,2017-01-03,2017
2017-M-DC-2017-WG-PO-GER-POR-01,Davis Cup,Davis Cup,4,Clay,-,2017-01-15,2017
2022-0605,Tour Finals,ATP Finals,8,Hard,-,2022-01-14,2022
2023-0439,Umag,Outro,32,Clay,-,2023-01-24,2023
